author_uid,article_uid
0000-0001-5125-7699,10.1038/s41467-020-19710-z
0000-0003-4869-8981,10.1038/s41467-020-19710-z
0000-0001-7192-0136,10.1038/s41467-020-19710-z
0000-0002-8544-6778,10.1016/j.bpj.2020.11.019
0000-0002-2168-0004,10.1007/s10555-020-09880-z
0000-0001-6594-2398,10.1073/pnas.1919816117
0000-0002-5941-406X,10.1073/pnas.1919816117
0000-0003-2810-5528,10.1073/pnas.1919816117
0000-0001-9952-2244,10.1073/pnas.1919816117
0000-0002-9460-3878,10.1073/pnas.1919816117
0000-0002-4135-2411,10.1038/s41467-020-16094-y
0000-0001-5509-0996,10.1038/s41467-020-16094-y
0000-0002-6345-0266,10.1038/s41467-020-16094-y
0000-0001-8423-5277,10.1038/s41467-020-16094-y
0000-0002-4296-3185,10.3390/cells8101246
0000-0001-5811-9838,10.3390/cells8101246
0000-0002-4135-2411,10.3389/fmolb.2019.00059
0000-0001-5509-0996,10.3389/fmolb.2019.00059
0000-0001-8423-5277,10.3389/fmolb.2019.00059
0000-0001-6400-1107,10.7554/elife.45040
0000-0001-6360-7959,10.1021/acs.chemrev.8b00460
0000-0002-7613-9143,10.1021/acs.chemrev.8b00460
0000-0001-8423-5277,10.1021/acs.chemrev.8b00460
0000-0003-0660-1301,10.1021/acs.chemrev.8b00460
0000-0002-0849-9040,10.3390/biom8030088
0000-0003-2228-6313,10.1016/j.bbamem.2018.05.002
0000-0001-6567-9059,10.1016/j.bbamem.2018.05.002
0000-0001-5484-0660,10.1093/cercor/bhae180
0000-0003-1616-386X,10.1093/cercor/bhae180
0000-0002-2377-0337,10.1038/s42003-024-05907-1
0000-0002-3443-3790,10.1038/s42003-024-05907-1
0000-0002-3138-281X,10.1016/j.cell.2023.11.028
0000-0002-8784-9490,10.1016/j.cell.2023.11.028
0000-0003-1120-1089,10.1016/j.cell.2023.11.028
0000-0002-4030-1022,10.1016/j.cell.2023.11.028
0000-0002-0008-3753,10.1016/j.cell.2023.11.028
0000-0001-7595-3234,10.1016/j.cell.2023.11.028
0000-0001-8283-804X,10.1016/j.cell.2023.11.028
0000-0002-0960-6274,10.1016/j.cell.2023.11.028
0000-0001-7982-742X,10.1523/eneuro.0215-23.2023
0000-0003-1365-5340,10.1038/s41467-023-39946-9
0000-0001-5174-0306,10.1038/s41467-023-39946-9
0000-0002-5265-6656,10.1038/s41467-023-39946-9
0000-0002-6743-2188,10.1038/s41467-023-39946-9
0009-0005-7668-0115,10.1038/s41467-023-39946-9
0000-0002-5917-983X,10.1038/s41467-023-39946-9
0000-0002-8118-1450,10.1038/s41467-023-39946-9
0000-0002-5538-0624,10.1038/s41467-023-39946-9
0000-0002-4156-2750,10.1016/j.patter.2023.100789
0009-0006-3978-959X,10.7554/elife.80168
0000-0001-9640-9318,10.7554/elife.80168
0000-0002-1235-3765,10.1016/j.celrep.2023.112042
0000-0002-9213-4422,10.3389/fnana.2022.995286
0000-0003-2786-0214,10.3389/fnana.2022.995286
0000-0003-2649-7097,10.3389/fnana.2022.995286
0000-0001-8192-3402,10.3389/fnana.2022.995286
0000-0002-6621-9473,10.1093/gigascience/giac108
0000-0002-2377-0337,10.1093/gigascience/giac108
0000-0002-1007-9061,10.1093/gigascience/giac108
0000-0001-8183-8064,10.1093/gigascience/giac108
0000-0002-0863-1179,10.3390/ijms231810807
0000-0001-7625-6430,10.3390/ijms231810807
0000-0003-1365-5340,10.1016/j.tics.2022.08.012
0000-0002-5917-983X,10.1016/j.tics.2022.08.012
0000-0002-8118-1450,10.1016/j.tics.2022.08.012
0000-0002-0709-9598,10.7554/elife.76101
0000-0001-8020-6604,10.7554/elife.76101
0000-0003-4623-5916,10.3389/fphys.2022.831568
0000-0003-4433-5155,10.1002/advs.202101950
0000-0003-3373-7386,10.1038/s41586-021-03813-8
0000-0003-1365-5340,10.1038/s41586-021-03813-8
0000-0002-7820-093X,10.1038/s41586-021-03813-8
0000-0002-6770-9474,10.1038/s41586-021-03813-8
0000-0001-9057-040X,10.1038/s41586-021-03813-8
0000-0001-5174-0306,10.1038/s41586-021-03813-8
0000-0002-3796-970X,10.1038/s41586-021-03813-8
0000-0001-6284-9913,10.1038/s41586-021-03813-8
0000-0002-7072-5272,10.1038/s41586-021-03813-8
0000-0002-1416-2065,10.1038/s41586-021-03813-8
0000-0002-3300-5399,10.1038/s41586-021-03813-8
0000-0002-5917-983X,10.1038/s41586-021-03813-8
0000-0002-8118-1450,10.1038/s41586-021-03813-8
0000-0003-3136-8097,10.1038/s41586-021-03813-8
0000-0002-5454-8026,10.1038/s41586-021-03813-8
0000-0002-7820-093X,10.1016/j.neuron.2021.08.030
0000-0003-3136-8097,10.1016/j.neuron.2021.08.030
0000-0001-6294-7513,10.1016/j.neuron.2021.08.030
0000-0002-1416-2065,10.7554/elife.65482
0000-0003-3136-8097,10.7554/elife.65482
0000-0002-5454-8026,10.7554/elife.65482
0000-0001-5681-292X,10.7554/elife.59323
0009-0009-1473-7496,10.7554/elife.59323
0000-0002-3299-5597,10.7554/elife.59323
0000-0003-3309-4595,10.7554/elife.59323
0000-0001-6418-0977,10.1016/j.neuron.2020.07.035
0000-0002-3605-7952,10.3389/fnsyn.2020.00025
0000-0003-4623-5916,10.3389/fnsyn.2020.00025
0000-0002-6122-9744,10.7554/elife.57571
0000-0003-3533-0627,10.7554/elife.57571
0000-0002-9794-0052,10.7554/elife.57571
0000-0002-5794-5553,10.1016/j.celrep.2020.02.027
0000-0002-8663-7314,10.1016/j.celrep.2020.02.027
0000-0002-9207-7069,10.1016/j.celrep.2020.02.027
0000-0001-5721-9124,10.3389/fncel.2019.00559
0000-0001-7371-3157,10.1016/j.neuron.2019.10.002
0000-0002-8614-3656,10.1016/j.neuron.2019.10.002
0000-0001-7899-5720,10.1016/j.neuron.2019.10.002
0000-0002-5861-4430,10.1016/j.neuron.2019.10.002
0000-0002-9645-0625,10.1016/j.neuron.2019.10.002
0000-0002-8784-9490,10.1016/j.neuron.2019.10.002
0000-0003-2182-1249,10.1016/j.neuron.2019.10.002
0000-0002-9437-8092,10.1016/j.neuron.2019.10.002
0000-0002-3236-2255,10.1016/j.neuron.2019.10.002
0000-0001-8283-804X,10.1016/j.neuron.2019.10.002
0000-0001-6842-916X,10.7554/elife.48417
0000-0001-5655-8490,10.7554/elife.48417
0000-0003-4445-7478,10.1523/jneurosci.3147-18.2019
0000-0003-1365-5340,10.3389/fncel.2019.00315
0000-0002-5917-983X,10.3389/fncel.2019.00315
0000-0002-3542-3770,10.3389/fncel.2019.00315
0000-0002-8471-2165,10.1186/s13041-019-0485-9
0000-0001-9884-9050,10.1186/s13041-019-0485-9
0000-0001-6670-0438,10.1186/s13041-019-0485-9
0000-0001-7004-1615,10.1186/s13041-019-0485-9
0000-0002-7595-0647,10.1186/s13041-019-0485-9
0000-0001-8740-3571,10.1186/s13041-019-0485-9
0000-0002-9568-3769,10.1186/s13041-019-0485-9
0000-0001-5612-1600,10.1186/s13041-019-0485-9
0000-0003-2326-4001,10.1186/s13041-019-0485-9
0000-0002-6473-5298,10.1186/s13041-019-0485-9
0000-0003-2430-8184,10.1152/jn.00048.2019
0000-0003-4966-3027,10.1152/jn.00048.2019
0000-0002-6230-0266,10.3389/fncel.2019.00129
0000-0001-5699-9587,10.3389/fncel.2019.00129
0000-0001-6306-080X,10.3389/fncel.2019.00129
0000-0001-7886-3891,10.3389/fnana.2019.00036
0000-0001-6778-5680,10.3389/fnana.2019.00036
0000-0002-9162-2280,10.3389/fnana.2019.00036
0000-0002-6218-9238,10.3389/fnana.2019.00036
0000-0003-0718-1337,10.3389/fnana.2019.00036
0000-0003-1365-5340,10.3389/fnhum.2019.00044
0000-0002-5917-983X,10.3389/fnhum.2019.00044
0000-0001-8196-0596,10.1002/cne.24527
0000-0003-4623-5916,10.1002/cne.24527
0000-0003-1365-5340,10.1038/s41467-018-06628-w
0000-0003-2658-692X,10.1038/s41467-018-06628-w
0000-0002-5585-1166,10.1038/s41467-018-06628-w
0000-0002-0344-8682,10.1038/s41467-018-06628-w
0000-0002-5917-983X,10.1038/s41467-018-06628-w
0000-0001-9799-2656,10.3389/fnana.2018.00056
0000-0002-0143-4324,10.3389/fnana.2018.00056
0000-0001-8537-1879,10.1371/journal.pcbi.1006221
0000-0003-3288-9820,10.1371/journal.pcbi.1006221
0000-0001-7109-2668,10.1371/journal.pcbi.1006221
0000-0001-5484-0660,10.1371/journal.pcbi.1006221
0000-0003-0652-9872,10.1371/journal.pcbi.1006221
0000-0002-7820-093X,10.1038/s41598-018-26803-9
0000-0002-6253-9891,10.1038/s41598-018-26803-9
0000-0001-8266-0392,10.1038/s41598-018-26803-9
0000-0003-3136-8097,10.1038/s41598-018-26803-9
0000-0003-1365-5340,10.1016/j.celrep.2018.03.111
0000-0002-8500-1795,10.1016/j.celrep.2018.03.111
0000-0001-5678-3030,10.1016/j.celrep.2018.03.111
0000-0003-1365-5340,10.3389/fncir.2017.00100
0000-0002-8500-1795,10.3389/fncir.2017.00100
0000-0002-0189-4347,10.3389/fncir.2017.00100
0000-0003-1365-5340,10.1126/sciadv.adf0708
0000-0001-5174-0306,10.1126/sciadv.adf0708
0000-0002-6743-2188,10.1126/sciadv.adf0708
0000-0002-5917-983X,10.1126/sciadv.adf0708
0000-0002-8118-1450,10.1126/sciadv.adf0708
0000-0002-5538-0624,10.1126/sciadv.adf0708
0000-0003-4795-2570,10.1126/sciadv.adf0708
0000-0001-7209-3857,10.1016/j.neuroimage.2023.120278
0000-0002-1932-1336,10.1016/j.neuroimage.2023.120278
0000-0001-9956-4954,10.1016/j.neuroimage.2023.120278
0009-0004-9534-1189,10.3389/fncir.2023.1076761
0000-0001-6284-9913,10.1016/j.celrep.2022.111873
0000-0003-3136-8097,10.1016/j.celrep.2022.111873
0000-0003-0660-9952,10.3389/fncom.2022.1006989
0000-0003-3183-2689,10.3389/fncom.2022.1006989
0000-0003-0370-4655,10.3389/fncom.2022.885207
0000-0002-3168-5394,10.3389/fncom.2022.885207
0000-0001-8869-215X,10.3389/fncom.2022.885207
0000-0003-0849-7480,10.7554/elife.71850
0000-0002-7622-6239,10.1371/journal.pcbi.1009754
0000-0002-2655-4090,10.1371/journal.pcbi.1009754
0000-0002-1310-3370,10.1371/journal.pcbi.1009754
0000-0002-8070-0378,10.1371/journal.pcbi.1009754
0000-0003-1304-8022,10.1371/journal.pcbi.1009754
0000-0002-8697-6797,10.7554/elife.73783
0000-0002-8384-7500,10.7554/elife.73783
0000-0002-0280-7022,10.7554/elife.73783
0000-0002-0550-0739,10.3389/fncir.2021.748989
0000-0003-0660-9952,10.1038/s41598-021-83209-w
0000-0002-6007-7187,10.1038/s41598-021-83209-w
0000-0002-0489-4924,10.1038/s41598-021-83209-w
0000-0002-4569-7230,10.1038/s41598-021-83209-w
0000-0003-4607-3398,10.1038/s41598-021-83209-w
0000-0003-0660-9952,10.1371/journal.pcbi.1007937
0000-0002-6007-7187,10.1371/journal.pcbi.1007937
0000-0002-8548-3907,10.1371/journal.pcbi.1007937
0000-0002-2585-4251,10.3389/fncel.2020.00277
0000-0002-2377-0337,10.3389/fncel.2020.00277
0000-0001-6619-7502,10.7554/elife.56261
0000-0002-6987-4836,10.7554/elife.56261
0000-0003-4252-1608,10.7554/elife.56261
0000-0002-8528-6858,10.7554/elife.56261
0000-0003-4028-6464,10.1371/journal.pcbi.1007375
0000-0002-1432-4984,10.1016/j.celrep.2019.04.078
0000-0003-4028-6464,10.1016/j.celrep.2019.04.078
0000-0002-3139-7296,10.1016/j.celrep.2019.04.078
0000-0001-6462-9439,10.1016/j.celrep.2019.04.078
0000-0003-2577-7329,10.1111/bcpt.13075
0000-0003-4711-2344,10.3389/fninf.2018.00047
0000-0002-4528-2430,10.3389/fninf.2018.00047
0000-0002-2336-0848,10.3389/fninf.2018.00047
0000-0002-4920-8123,10.1038/s41467-017-02718-3
0000-0002-3300-5399,10.1038/s41467-017-02718-3
0000-0001-6482-8067,10.1038/s41467-017-02718-3
0000-0003-2643-8062,10.7554/elife.26517
0000-0001-5445-0507,10.7554/elife.26517
0000-0003-2469-8899,10.1016/j.neuroimage.2017.07.046
0000-0001-7265-4036,10.1016/j.neuroimage.2017.07.046
0000-0002-2825-3646,10.1016/j.neuroimage.2017.07.046
0000-0003-2175-8139,10.1016/j.neuroimage.2017.07.046
0000-0002-3727-2849,10.1152/jn.00570.2016
0000-0002-9885-6936,10.1152/jn.00570.2016
0000-0002-8561-5324,10.1152/jn.00570.2016
0000-0003-3694-2393,10.3389/fncel.2024.1369047
0000-0002-4481-7843,10.1016/j.jneumeth.2024.110073
0000-0002-5872-447X,10.1152/jn.00100.2023
0000-0002-6583-2612,10.1152/jn.00100.2023
0000-0002-4556-3048,10.1152/jn.00100.2023
0000-0002-4481-7843,10.1152/jn.00100.2023
0000-0001-8480-9584,10.1371/journal.pcbi.1010986
0000-0001-7893-9446,10.1093/cercor/bhab340
0000-0001-7054-1249,10.1093/cercor/bhab340
0000-0002-1716-8972,10.1093/cercor/bhab340
0000-0003-0662-1417,10.1093/cercor/bhab340
0000-0002-7339-1386,10.1093/cercor/bhab315
0000-0002-7789-3340,10.1093/cercor/bhab315
0000-0003-0690-3553,10.1371/journal.pcbi.1009478
0000-0001-7383-3095,10.1371/journal.pcbi.1009478
0000-0002-2989-9561,10.1007/s00429-021-02245-4
0000-0002-1983-9071,10.7554/elife.55714
0000-0002-7082-2507,10.7554/elife.55714
0000-0001-7421-5977,10.7554/elife.55714
0000-0002-2377-0337,10.12688/f1000research.22584.2
0000-0001-7819-4202,10.12688/f1000research.22584.2
0000-0002-6697-0179,10.1016/j.neuron.2019.10.011
0000-0002-5365-2606,10.1016/j.neuron.2019.10.011
0000-0002-8697-3975,10.1016/j.neuron.2019.10.011
0000-0001-9011-0630,10.1016/j.neuron.2019.10.011
0000-0002-7082-2507,10.3389/fncom.2019.00066
0000-0002-5143-3960,10.3389/fncom.2019.00066
0000-0002-7082-2507,10.1093/cercor/bhy291
0000-0001-7421-5977,10.1093/cercor/bhy291
0000-0002-5143-3960,10.1093/cercor/bhy291
0000-0001-9080-8502,10.1093/cercor/bhy291
0000-0002-8140-8061,10.1093/cercor/bhy291
0000-0002-2989-9561,10.1038/s41598-018-35879-2
0000-0003-0690-3553,10.1073/pnas.1720995115
0000-0001-7383-3095,10.1073/pnas.1720995115
0000-0002-5143-3960,10.1016/j.jneumeth.2017.10.007
0000-0002-9789-2468,10.3389/fncom.2017.00085
0000-0002-7618-0752,10.3389/fncom.2017.00085
0000-0002-6080-5279,10.1038/ncomms12759
0000-0002-2506-4495,10.1038/ncomms12759
0000-0002-7082-2507,10.1016/j.bpsc.2015.09.002
0000-0002-5143-3960,10.1016/j.bpsc.2015.09.002
0000-0002-8140-8061,10.1016/j.bpsc.2015.09.002
0000-0001-9459-883X,10.1073/pnas.1518773112
0000-0001-9011-0630,10.1073/pnas.1518773112
0000-0002-1716-8972,10.1093/cercor/bhu334
0000-0002-7157-3645,10.1038/s41586-024-07309-z
0000-0002-3443-3790,10.1038/s41586-024-07309-z
0000-0003-0958-050X,10.1038/s41586-024-07309-z
0009-0004-4392-9933,10.1038/s41586-024-07309-z
0000-0001-9889-5380,10.1088/1741-2552/acbf78
0000-0002-5378-3315,10.1088/1741-2552/acbf78
0000-0001-5246-688X,10.1088/1741-2552/acbf78
0000-0002-9671-7051,10.1088/1741-2552/acbf78
0000-0001-6146-718X,10.1088/1741-2552/acbf78
0000-0001-6584-6523,10.1088/1741-2552/acbf78
0000-0001-8874-7982,10.1088/1741-2552/acbf78
0000-0003-3453-9074,10.1088/1741-2552/acbf78
0000-0002-5542-0956,10.1016/j.biomaterials.2022.121784
0000-0001-7937-8337,10.1016/j.biomaterials.2022.121784
0000-0002-2507-3295,10.1016/j.biomaterials.2022.121784
0009-0007-9576-5952,10.1016/j.biomaterials.2022.121784
0000-0003-3240-2234,10.3390/brainsci12010043
0000-0001-6870-8409,10.3390/brainsci12010043
0000-0001-5141-5351,10.1093/cercor/bhab040
0000-0003-2871-741X,10.1093/cercor/bhab040
0000-0002-8353-0810,10.1093/cercor/bhab040
0000-0002-1756-1774,10.1093/cercor/bhab040
0000-0001-7248-8728,10.1093/cercor/bhab040
0000-0002-3793-438X,10.1093/cercor/bhab040
0000-0002-5143-3960,10.1093/cercor/bhab040
0000-0003-4070-809X,10.1093/cercor/bhab040
0000-0003-0044-4632,10.1093/cercor/bhab040
0000-0002-5542-0956,10.1088/1741-2552/abc29c
0000-0002-2507-3295,10.1088/1741-2552/abc29c
0000-0003-3240-2234,10.3390/brainsci10121002
0000-0001-6870-8409,10.3390/brainsci10121002
0000-0002-1230-5333,10.1038/s41593-020-0701-z
0000-0001-5710-7421,10.1038/s41593-020-0701-z
0000-0002-3485-8094,10.1038/s41593-020-0701-z
0000-0002-4611-8667,10.1038/s41593-020-0701-z
0000-0002-1378-2991,10.1152/jn.00641.2019
0000-0002-5688-4170,10.1152/jn.00641.2019
0000-0003-1192-9942,10.1152/jn.00641.2019
0000-0002-4754-2566,10.1007/s10827-019-00718-4
0000-0002-3838-2468,10.1002/adbi.201800308
0000-0001-5769-2341,10.1002/hipo.23046
0000-0003-0560-8157,10.1002/hipo.23046
0000-0003-2357-0578,10.1016/j.neuron.2018.09.018
0000-0002-4611-8667,10.1016/j.neuron.2018.09.018
0000-0001-9969-4281,10.1152/jn.00650.2017
0009-0000-1989-1876,10.1152/jn.00650.2017
0000-0002-7767-2644,10.1152/jn.00650.2017
0000-0002-3166-5529,10.1152/jn.00210.2018
0000-0001-9080-8502,10.1152/jn.00210.2018
0000-0002-5425-5012,10.1152/jn.00210.2018
0000-0003-3661-527X,10.1152/jn.00210.2018
0000-0003-0400-6074,10.1371/journal.pcbi.1006124
0000-0002-5884-5685,10.1152/jn.00659.2017
0000-0002-0548-5145,10.7554/elife.34518
0000-0001-5881-0282,10.7554/elife.34518
0000-0003-3998-9883,10.7554/elife.34518
0000-0001-9277-211X,10.1088/2057-1976/aa7efa
0000-0001-9018-7734,10.1088/2057-1976/aa7efa
0000-0003-0738-1662,10.1152/jn.00877.2016
0000-0002-2325-4578,10.1152/jn.00877.2016
0000-0003-3279-9921,10.1152/jn.00877.2016
0000-0002-2999-4083,10.1371/journal.pone.0174790
0000-0002-9519-3284,10.3791/55217
0000-0002-0093-4490,10.3791/55217
0000-0003-0471-9816,10.3791/55217
0000-0002-1049-1697,10.1088/1741-2552/aa5a82
0000-0002-1230-6811,10.1088/1741-2552/aa5a82
0000-0002-3834-4437,10.1088/1741-2552/aa5a82
0000-0001-6534-3993,10.1038/nn.4365
0000-0002-5930-6456,10.1038/nn.4365
0000-0002-7636-8405,10.7554/elife.16851
0000-0003-4827-1400,10.1152/jn.00103.2016
0000-0002-9022-4862,10.1152/jn.00103.2016
0000-0001-7237-8916,10.1152/jn.00103.2016
0000-0003-0731-4945,10.1152/jn.00103.2016
0000-0001-5339-251X,10.1152/jn.00103.2016
0000-0002-5446-2759,10.1152/jn.00103.2016
0000-0002-4202-7047,10.1152/jn.00103.2016
0000-0001-5985-3030,10.1093/scan/nsae014
0000-0002-1933-5762,10.1073/pnas.2221680120
0000-0003-3637-9705,10.1073/pnas.2221680120
0000-0002-5158-9017,10.1073/pnas.2221680120
0000-0001-9382-9640,10.1073/pnas.2221680120
0000-0002-6927-8903,10.1186/s40708-022-00158-4
0000-0002-3166-5529,10.3389/fnins.2021.797654
0000-0002-8285-5891,10.1523/eneuro.0223-21.2021
0000-0003-2336-167X,10.7554/elife.63455
0000-0003-2473-5223,10.3389/fpsyg.2020.591923
0000-0001-8072-7880,10.3389/fpsyg.2020.591923
0000-0002-4130-0216,10.1093/cercor/bhaa060
0000-0002-8381-3060,10.1093/cercor/bhaa060
0000-0002-7039-2850,10.1093/cercor/bhaa060
0000-0003-0768-7215,10.1016/j.neuropsychologia.2020.107500
0000-0002-7866-9455,10.1016/j.neuropsychologia.2020.107500
0000-0003-1803-6610,10.1007/s10071-020-01350-x
0000-0001-8746-2803,10.1007/s10071-020-01350-x
0000-0002-0778-9855,10.1002/hipo.23148
0000-0001-9023-107X,10.1371/journal.pone.0212470
0000-0002-9851-6376,10.1016/j.gpb.2018.11.005
0000-0002-9651-5820,10.1016/j.gpb.2018.11.005
0000-0002-2296-2003,10.1088/1361-6528/ab3534
0000-0001-7640-0105,10.1088/1361-6528/ab3534
0000-0003-3279-0441,10.1088/1361-6528/ab3534
0000-0001-5538-373X,10.1080/21507740.2019.1632958
0000-0003-3279-8240,10.1186/s13408-019-0070-7
0000-0002-9213-4422,10.3389/fnana.2019.00028
0000-0002-5145-5676,10.3389/fnana.2019.00028
0000-0003-4413-4820,10.3389/fnana.2019.00028
0000-0003-2649-7097,10.3389/fnana.2019.00028
0000-0002-7600-4193,10.3389/fnana.2019.00028
0000-0002-8718-5735,10.3389/fnana.2019.00028
0000-0003-3374-4041,10.1016/j.pneurobio.2019.01.008
0000-0001-8408-4499,10.1016/j.pneurobio.2019.01.008
0000-0003-3571-0005,10.3389/fnhum.2018.00396
0000-0002-1224-6986,10.1093/jamia/ocy040
0000-0002-5540-6046,10.1093/jamia/ocy040
0000-0002-2836-1081,10.1038/s41422-018-0049-z
0000-0002-1147-3917,10.1038/s41422-018-0049-z
0000-0002-2961-0086,10.1038/s41422-018-0049-z
0000-0002-5168-1454,10.1038/s41422-018-0049-z
0000-0003-0177-0886,10.1038/s41422-018-0049-z
0000-0003-2955-1706,10.1038/s41422-018-0049-z
0000-0003-3279-8240,10.1371/journal.pcbi.1005780
0000-0003-0679-1766,10.1371/journal.pcbi.1005780
0000-0001-8304-7741,10.1126/science.aan8866
0000-0002-0119-3276,10.1016/j.neuroimage.2017.04.061
0000-0002-4256-896X,10.1002/cmdc.201700023
0000-0001-6499-8648,10.1002/cmdc.201700023
0000-0001-5630-4095,10.1093/cercor/bhw237
0000-0002-7664-916X,10.1093/cercor/bhw237
0000-0003-2063-7861,10.1093/cercor/bhw237
0000-0003-0682-4855,10.1093/cercor/bhw237
0000-0002-7285-2988,10.1371/journal.pcbi.1005021
0000-0001-9047-2420,10.1523/jneurosci.0794-16.2016
0000-0003-0660-9952,10.3389/fncel.2016.00176
0000-0002-6007-7187,10.3389/fncel.2016.00176
0000-0002-4569-7230,10.3389/fncel.2016.00176
0000-0002-8729-0391,10.3389/fncel.2016.00176
0000-0002-0626-5048,10.3389/fncel.2016.00176
0000-0002-0167-3309,10.3389/fncel.2016.00176
0000-0002-5048-0458,10.3389/fncel.2016.00176
0000-0003-0388-6321,10.3389/fncel.2016.00176
0000-0001-6648-7075,10.3389/fncel.2016.00176
0000-0002-7767-2644,10.1152/jn.00386.2016
0000-0001-8224-9296,10.1152/jn.00386.2016
0000-0001-9046-2601,10.1093/imamat/hxw026
0000-0001-9267-1343,10.2741/4434
0000-0003-1722-5188,10.1007/s12021-015-9282-5
0000-0003-2566-7146,10.1007/s12021-015-9282-5
0000-0003-0812-9872,10.1007/s12021-015-9282-5
0000-0003-4252-1608,10.1007/s12021-015-9282-5
0000-0001-8408-4499,10.3389/fncom.2016.00011
0000-0003-4261-8709,10.1371/journal.pone.0146581
0000-0002-2736-730X,10.1371/journal.pone.0146581
0000-0002-8963-7627,10.1073/pnas.1508400112
0000-0001-6482-8067,10.1016/j.cell.2015.09.045
0000-0002-9055-8686,10.1371/journal.pone.0137571
0000-0001-7899-906X,10.1371/journal.pone.0137571
0000-0003-0812-9872,10.1371/journal.pone.0137571
0000-0001-5965-8470,10.1371/journal.pone.0137571
0000-0002-1582-0920,10.1101/cshperspect.a022822
0000-0001-8684-4471,10.1038/srep14100
0000-0003-1334-6388,10.1002/cne.23852
0009-0008-2629-7451,10.1002/cne.23852
0000-0003-4856-0835,10.1002/cne.23852
0000-0002-6678-320X,10.1002/cne.23852
0000-0002-2061-091X,10.1007/s00335-015-9590-y
0000-0001-8149-5890,10.1007/s00335-015-9590-y
0000-0003-2027-1871,10.1038/nrg3934
0000-0001-5800-5128,10.1038/nrg3934
0000-0002-4344-2189,10.1371/journal.pcbi.1004275
0000-0001-7383-3095,10.1371/journal.pcbi.1004275
0000-0001-6482-8067,10.1371/journal.pcbi.1004275
0000-0001-5347-5948,10.3389/fpsyt.2015.00089
0000-0002-4443-4535,10.1098/rstb.2014.0310
0000-0001-7482-5935,10.1098/rstb.2014.0310
0000-0003-0261-2273,10.1016/j.neuron.2015.03.058
0000-0002-1007-9061,10.1152/jn.00237.2015
0000-0002-0365-9068,10.1152/jn.00237.2015
0000-0002-2940-3378,10.1152/jn.00237.2015
0000-0002-8907-6487,10.1152/jn.00237.2015
0000-0003-4943-3969,10.1038/nrn3901
0000-0003-2298-9908,10.1038/nrn3901
0000-0003-0629-4161,10.1039/c4lc01186d
0000-0003-3091-106X,10.1039/c4lc01186d
0000-0002-5822-7238,10.1039/c4lc01186d
0000-0002-5425-3340,10.1016/j.conb.2014.11.004
0000-0002-1240-5553,10.3389/fbioe.2014.00061
0000-0002-8963-8339,10.3389/fnana.2014.00119
0000-0002-0325-882X,10.3389/fnana.2014.00119
0000-0001-6827-7549,10.1126/science.1260497
0000-0003-2002-8978,10.1126/science.1260497
0000-0001-8818-6804,10.1016/j.neures.2014.08.014
0000-0001-7482-5935,10.1016/j.neures.2014.08.014
0000-0003-0384-7699,10.3389/fninf.2014.00079
0000-0001-5503-648X,10.3389/fninf.2014.00079
0000-0001-5963-8576,10.3389/fninf.2014.00079
0000-0002-5480-6638,10.3389/fninf.2014.00079
0000-0002-4344-2189,10.3389/fninf.2014.00076
0000-0003-1883-644X,10.3389/fninf.2014.00076
0000-0001-9163-7274,10.1038/nrn3801
0000-0002-1690-2805,10.1038/srep06240
0000-0001-7984-8909,10.1038/srep06240
0000-0003-3185-7456,10.3389/fgene.2014.00253
0000-0002-4943-2491,10.1039/c4cp01380h
0000-0002-5097-6832,10.1039/c4cp01380h
0000-0002-8476-3915,10.1039/c4cp01380h
0000-0003-2537-8395,10.1039/c4cp01380h
0000-0002-7294-4786,10.3389/fnhum.2014.00541
0000-0002-7688-6448,10.2196/mental.3840
0000-0002-0903-494X,10.2196/mental.3840
0000-0001-6025-8511,10.2196/mental.3840
0000-0002-5622-4631,10.2196/mental.3840
0000-0003-3801-7249,10.2196/mental.3840
0000-0003-4663-8184,10.2196/mental.3840
0000-0002-5333-4771,10.2196/mental.3840
0000-0002-4883-3971,10.1016/j.neubiorev.2014.05.009
0000-0001-9110-585X,10.1016/j.neubiorev.2014.05.009
0000-0003-3825-4375,10.3389/fninf.2014.00041
0000-0002-3590-0370,10.3389/fnins.2014.00067
0000-0002-6849-1825,10.1097/mcc.0000000000000069
0000-0002-9734-0161,10.3389/fpsyg.2014.00197
0000-0001-8615-7743,10.1016/j.biopsych.2014.01.001
0000-0002-5521-0254,10.1016/j.biopsych.2014.01.001
0000-0002-8770-2464,10.1111/adb.12109
0000-0003-3115-8532,10.1111/adb.12109
0000-0002-6292-6883,10.1111/adb.12109
0000-0002-5903-6521,10.1111/adb.12109
0000-0001-6042-1366,10.1111/adb.12109
0000-0003-4422-7410,10.1111/adb.12109
0000-0001-5405-9065,10.1111/adb.12109
0000-0002-9403-6121,10.1111/adb.12109
0000-0001-5398-5569,10.1111/adb.12109
0000-0002-1651-401X,10.1523/jneurosci.3255-13.2013
0000-0001-9833-9931,10.3389/fncom.2013.00137
0000-0003-1377-7321,10.3389/fncom.2013.00137
0000-0003-2906-115X,10.3389/fncom.2013.00137
0000-0001-6232-9969,10.3389/fncom.2013.00137
0000-0001-8408-4499,10.3389/fncom.2013.00137
0000-0002-0291-4215,10.3389/fncom.2013.00137
0000-0001-8661-1520,10.1016/j.neuron.2013.09.039
0000-0003-1216-8890,10.3389/fnana.2021.757499
